1.4759523e-01,7.20000e-02,
1.4759523e-01,1.60000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,4.80000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,2.20000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-2.00000e-02,
1.4759523e-01,8.40000e-02,
1.4759523e-01,-6.00000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,1.99997e-03,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,7.80000e-02,
1.4759523e-01,2.60000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,5.40000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,1.40000e-02,
1.4759523e-01,7.60000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,1.00000e-01,
1.4759523e-01,-4.80000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,7.99999e-03,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,6.20000e-02,
1.4759523e-01,2.60000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,8.40000e-02,
1.4759523e-01,-7.40000e-02,
1.4759523e-01,-3.60000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-5.20000e-02,
1.4759523e-01,-6.80000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,7.99999e-03,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,2.60000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,-2.98023e-08,
1.4759523e-01,8.40000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,1.04000e-01,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-8.00002e-03,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,1.80000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,3.80000e-02,
1.4759523e-01,6.00000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,2.80000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-1.00000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-4.60000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-8.60000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,5.99998e-03,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,1.60000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.80000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-7.40000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,9.99998e-03,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,6.00000e-02,
1.4759523e-01,2.20000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,3.00000e-02,
1.4759523e-01,6.60000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,-1.20000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-7.20000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-2.00000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,8.40000e-02,
1.4759523e-01,2.20000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,4.80000e-02,
1.4759523e-01,5.20000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.00000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,-1.40000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,-4.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-6.40000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-1.20000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,2.40000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,4.60000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,2.80000e-02,
1.4759523e-01,7.00000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-6.40000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-3.20000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,2.80000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,2.80000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,7.40000e-02,
1.4759523e-01,-8.60000e-02,
1.4759523e-01,-3.20000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-7.20000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.00000e-02,
1.4759523e-01,-2.98023e-08,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,5.00000e-02,
1.4759523e-01,3.80000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,-1.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,2.20000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,5.00000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,1.60000e-02,
1.4759523e-01,8.00000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-2.20000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-4.20000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,1.99997e-03,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,7.40000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,5.40000e-02,
1.4759523e-01,5.00000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,1.20000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-4.60000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-4.40000e-02,
1.4759523e-01,-6.40000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,1.60000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,6.00000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,3.40000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,-6.00001e-03,
1.4759523e-01,8.60000e-02,
1.4759523e-01,-7.20000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,1.04000e-01,
1.4759523e-01,-5.00000e-02,
1.4759523e-01,-6.60000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-3.20000e-02,
1.4759523e-01,-8.60000e-02,
1.4759523e-01,7.60000e-02,
1.4759523e-01,1.40000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,2.00000e-02,
1.4759523e-01,7.60000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,-1.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-7.20000e-02,
1.4759523e-01,-4.60000e-02,
1.4759523e-01,1.00000e-01,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,2.00000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,3.80000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,2.40000e-02,
1.4759523e-01,7.00000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-1.00000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-5.40000e-02,
1.4759523e-01,-5.20000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,1.20000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,7.40000e-02,
1.4759523e-01,2.40000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.80000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,-1.20000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-6.80000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-5.80000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-2.40000e-02,
1.4759523e-01,-8.60000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,9.99998e-03,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,2.40000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,2.40000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-1.40000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-5.00000e-02,
1.4759523e-01,-7.20000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-1.80000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,3.00000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,4.20000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,-2.40000e-02,
1.4759523e-01,1.00000e-01,
1.4759523e-01,-6.00000e-02,
1.4759523e-01,-4.40000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-6.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,2.40000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,4.20000e-02,
1.4759523e-01,6.00000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,2.20000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-5.40000e-02,
1.4759523e-01,-6.60000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-2.98023e-08,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,2.80000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-4.60000e-02,
1.4759523e-01,-6.80000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,5.40000e-02,
1.4759523e-01,3.40000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,2.60000e-02,
1.4759523e-01,8.00000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,-1.20000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,-3.20000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-1.00000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,1.80000e-02,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,5.00000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,2.40000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-1.80000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-5.80000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.60000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,1.99997e-03,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,7.80000e-02,
1.4759523e-01,2.60000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,5.80000e-02,
1.4759523e-01,5.00000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,1.40000e-02,
1.4759523e-01,7.40000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,1.00000e-01,
1.4759523e-01,-4.60000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,1.20000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,6.20000e-02,
1.4759523e-01,2.80000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,3.20000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,8.60000e-02,
1.4759523e-01,-7.40000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,1.04000e-01,
1.4759523e-01,-5.20000e-02,
1.4759523e-01,-6.60000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,9.99998e-03,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,2.20000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,8.40000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,1.04000e-01,
1.4759523e-01,-3.20000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-8.00002e-03,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,1.80000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,3.80000e-02,
1.4759523e-01,6.00000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,2.60000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-8.00002e-03,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-5.80000e-02,
1.4759523e-01,-5.00000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,3.99998e-03,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,1.80000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.60000e-02,
1.4759523e-01,6.20000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-7.40000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,9.99998e-03,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,2.20000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,3.00000e-02,
1.4759523e-01,6.80000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,-1.00000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-7.00000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-2.20000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,1.80000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,4.60000e-02,
1.4759523e-01,5.40000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,2.60000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,-1.40000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,-4.60000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-6.40000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-1.40000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,7.40000e-02,
1.4759523e-01,2.20000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,4.80000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,3.00000e-02,
1.4759523e-01,7.00000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-2.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-6.60000e-02,
1.4759523e-01,1.00000e-01,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-8.00002e-03,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,2.60000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,3.40000e-02,
1.4759523e-01,6.20000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,1.99997e-03,
1.4759523e-01,7.00000e-02,
1.4759523e-01,-8.60000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-4.20000e-02,
1.4759523e-01,-6.80000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,5.60000e-02,
1.4759523e-01,3.40000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,3.60000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,-1.00000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-4.80000e-02,
1.4759523e-01,-7.20000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-1.00000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,1.60000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,4.60000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,2.20000e-02,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,-1.60000e-02,
1.4759523e-01,8.40000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,-3.60000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-7.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-6.00001e-03,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,7.80000e-02,
1.4759523e-01,2.80000e-02,
1.4759523e-01,-1.00000e-01,
1.4759523e-01,5.80000e-02,
1.4759523e-01,4.60000e-02,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,2.00000e-02,
1.4759523e-01,7.20000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,-3.60000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-4.80000e-02,
1.4759523e-01,-5.80000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-4.20000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.40000e-02,
1.4759523e-01,7.99999e-03,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,2.40000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,4.00000e-02,
1.4759523e-01,5.20000e-02,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-7.80000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,1.04000e-01,
1.4759523e-01,-5.60000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,8.00000e-02,
1.4759523e-01,7.99999e-03,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,5.00000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,3.00000e-02,
1.4759523e-01,7.00000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,8.40000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,-3.80000e-02,
1.4759523e-01,1.02000e-01,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-7.40000e-02,
1.4759523e-01,8.20000e-02,
1.4759523e-01,-1.20000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,1.20000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,4.40000e-02,
1.4759523e-01,5.80000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,2.80000e-02,
1.4759523e-01,6.60000e-02,
1.4759523e-01,-8.60000e-02,
1.4759523e-01,-4.00004e-03,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-6.00000e-02,
1.4759523e-01,-4.80000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-4.00000e-02,
1.4759523e-01,-8.20000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,1.99997e-03,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,8.00000e-02,
1.4759523e-01,1.40000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,4.80000e-02,
1.4759523e-01,5.60000e-02,
1.4759523e-01,-9.40000e-02,
1.4759523e-01,-2.98023e-08,
1.4759523e-01,7.80000e-02,
1.4759523e-01,-7.60000e-02,
1.4759523e-01,-2.60000e-02,
1.4759523e-01,8.60000e-02,
1.4759523e-01,-6.40000e-02,
1.4759523e-01,-5.40000e-02,
1.4759523e-01,9.80000e-02,
1.4759523e-01,-3.00000e-02,
1.4759523e-01,-8.00000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,1.99997e-03,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,1.40000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,3.40000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,-2.00003e-03,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-8.80000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,9.20000e-02,
1.4759523e-01,-5.80000e-02,
1.4759523e-01,-6.20000e-02,
1.4759523e-01,9.00000e-02,
1.4759523e-01,-2.80000e-02,
1.4759523e-01,-8.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,1.80000e-02,
1.4759523e-01,-1.04000e-01,
1.4759523e-01,4.80000e-02,
1.4759523e-01,4.40000e-02,
1.4759523e-01,-9.80000e-02,
1.4759523e-01,4.00000e-02,
1.4759523e-01,6.20000e-02,
1.4759523e-01,-9.20000e-02,
1.4759523e-01,-1.40000e-02,
1.4759523e-01,9.60000e-02,
1.4759523e-01,-6.40000e-02,
1.4759523e-01,-3.40000e-02,
1.4759523e-01,8.80000e-02,
1.4759523e-01,-4.40000e-02,
1.4759523e-01,-5.80000e-02,
1.4759523e-01,9.40000e-02,
1.4759523e-01,-1.20000e-02,
1.4759523e-01,-9.00000e-02,
1.4759523e-01,7.40000e-02,
1.4759523e-01,1.40000e-02,
1.4759523e-01,-1.02000e-01,
1.4759523e-01,5.00000e-02,
1.4759523e-01,5.20000e-02,
1.4759523e-01,-9.60000e-02,
1.4759523e-01,3.40000e-02,
1.4759523e-01,6.40000e-02,
1.4759523e-01,-8.60000e-02,
