Time,X(CH1),
Second,Volt,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,3.20000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.20000e-02,
1.4803745e-01,-1.76000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,7.20000e-03,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-1.60000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,3.36000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,8.80001e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,7.20000e-03,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,3.36000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,1.12000e-02,
1.4803745e-01,-2.08000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,8.80001e-03,
1.4803745e-01,3.20000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,3.12000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,3.12000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,-2.08000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,8.80001e-03,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,3.12000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,4.80001e-03,
1.4803745e-01,-2.08000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,3.04000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,6.40000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,8.00006e-04,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,3.20000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.60000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,8.00000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,6.40000e-03,
1.4803745e-01,-1.92000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,7.20000e-03,
1.4803745e-01,-1.92000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,7.20000e-03,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,3.20000e-03,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,1.60000e-03,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,3.04000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,3.76000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,4.80001e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,2.32000e-02,
1.4803745e-01,2.80000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.52000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-2.08000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,2.80000e-02,
1.4803745e-01,2.96000e-02,
1.4803745e-01,1.20000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,3.52000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,2.64000e-02,
1.4803745e-01,3.04000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,2.40000e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,3.20000e-03,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,8.00006e-04,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,3.04000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,-1.76000e-02,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,4.80001e-03,
1.4803745e-01,3.92000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,2.80000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,2.40000e-03,
1.4803745e-01,3.76000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,1.60000e-03,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,1.60000e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,2.72000e-02,
1.4803745e-01,2.88000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,1.60000e-03,
1.4803745e-01,3.76000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.60000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,2.96000e-02,
1.4803745e-01,2.72000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,1.60000e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,2.88000e-02,
1.4803745e-01,2.88000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,4.80001e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,8.00006e-04,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,2.96000e-02,
1.4803745e-01,2.96000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,8.80001e-03,
1.4803745e-01,3.84000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,1.60000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,2.88000e-02,
1.4803745e-01,2.64000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.60000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,6.40000e-03,
1.4803745e-01,3.84000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,2.56000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,-1.52000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,4.00000e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,3.36000e-02,
1.4803745e-01,2.80000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,8.80001e-03,
1.4803745e-01,3.52000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,3.20000e-02,
1.4803745e-01,2.72000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.20000e-02,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,1.12000e-02,
1.4803745e-01,3.60000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,2.80000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.20000e-02,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,1.12000e-02,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,3.52000e-02,
1.4803745e-01,2.72000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,8.00006e-04,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,1.12000e-02,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,2.72000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.04000e-02,
1.4803745e-01,-1.92000e-02,
1.4803745e-01,1.60000e-03,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,1.04000e-02,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,2.48000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,1.12000e-02,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.68000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,8.80001e-03,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,1.04000e-02,
1.4803745e-01,3.20000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.32000e-02,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.76000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,7.20000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,4.80001e-03,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,1.12000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,2.32000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.04000e-02,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,3.68000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,3.12000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,1.04000e-02,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,3.52000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.28000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.04000e-02,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.60000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,5.60001e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,3.20000e-03,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,3.12000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,3.76000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,6.40000e-03,
1.4803745e-01,-1.60000e-02,
1.4803745e-01,3.20000e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,2.96000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,3.52000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,4.80001e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,3.28000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.36000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,6.40000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,3.20000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,3.52000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,1.60000e-03,
1.4803745e-01,-1.92000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,2.88000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,2.16000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.84000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,3.20000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,2.72000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.60000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,3.04000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,-1.60000e-02,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.20000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,2.40000e-03,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,2.96000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-7.99999e-03,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,3.60000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-2.16000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.12000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,2.56000e-02,
1.4803745e-01,1.20000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,3.60000e-02,
1.4803745e-01,2.00000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-2.24000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,9.60001e-03,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.36000e-02,
1.4803745e-01,-3.19999e-03,
1.4803745e-01,-9.60000e-03,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.84000e-02,
1.4803745e-01,1.92000e-02,
1.4803745e-01,-3.99999e-03,
1.4803745e-01,-2.16000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.20000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,2.64000e-02,
1.4803745e-01,1.28000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.60000e-02,
1.4803745e-01,-5.60000e-03,
1.4803745e-01,-8.79999e-03,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.60000e-02,
1.4803745e-01,1.76000e-02,
1.4803745e-01,-7.99999e-04,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,-1.60000e-03,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,2.08000e-02,
1.4803745e-01,2.64000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-1.84000e-02,
1.4803745e-01,-7.20000e-03,
1.4803745e-01,-1.04000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,3.44000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,1.52000e-02,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-1.68000e-02,
1.4803745e-01,7.45058e-09,
1.4803745e-01,-1.44000e-02,
1.4803745e-01,2.24000e-02,
1.4803745e-01,2.56000e-02,
1.4803745e-01,1.36000e-02,
1.4803745e-01,1.44000e-02,
1.4803745e-01,-1.76000e-02,
1.4803745e-01,-6.40000e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,3.60000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,1.68000e-02,
1.4803745e-01,-4.80000e-03,
1.4803745e-01,-2.00000e-02,
1.4803745e-01,-2.40000e-03,
1.4803745e-01,-1.28000e-02,
1.4803745e-01,2.40000e-02,
1.4803745e-01,2.56000e-02,
